#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
          78    -0.51436   -0.516984 0.000378752
          79   -0.517061   -0.516985 0.000373959
          80   -0.519998   -0.517023 0.000371176
          81    -0.52273   -0.517093 0.000373221
          82    -0.52088   -0.517139 0.000371515
          83   -0.522154     -0.5172  0.00037192
          84   -0.522301   -0.517261 0.000372416
          85    -0.51805    -0.51727 0.000368151
          86    -0.51856   -0.517285 0.000364176
          87   -0.515093    -0.51726  0.00036086
          88   -0.514119   -0.517224 0.000358519
          89   -0.517467   -0.517227 0.000354501
          90   -0.520644   -0.517265  0.00035259
          91   -0.516014   -0.517251 0.000348983
          92    -0.51583   -0.517235 0.000345532
          93   -0.512794   -0.517188   0.0003451
          94   -0.517623   -0.517192  0.00034146
          95   -0.518991   -0.517211  0.00033839
          96   -0.519777   -0.517238 0.000335919
          97   -0.521997   -0.517287  0.00033602
          98   -0.513578   -0.517249 0.000334716
          99    -0.51667   -0.517243 0.000331386
         100    -0.51849   -0.517256 0.000328306
           1   -0.530512   -0.530512           0
           2   -0.533882   -0.532197  0.00119162
           3   -0.527896   -0.530763  0.00141465
           4   -0.533225   -0.531379  0.00118732
           5   -0.526682   -0.530439   0.0012681
           6   -0.527396   -0.529932  0.00115374
           7   -0.531814   -0.530201  0.00101975
           8   -0.524256   -0.529458  0.00113108
           9   -0.529708   -0.529486  0.00100575
          10   -0.533383   -0.529875 0.000977778
          11   -0.532472   -0.530111 0.000916935
          12   -0.529516   -0.530062 0.000841864
          13   -0.530426    -0.53009  0.00077757
          14   -0.528369   -0.529967  0.00073168
          15   -0.526561    -0.52974 0.000717277
          16   -0.526548    -0.52954 0.000699636
          17   -0.531542   -0.529658 0.000668319
          18   -0.527647   -0.529546  0.00064046
          19   -0.526779   -0.529401 0.000623094
          20   -0.531203   -0.529491 0.000598418
          21   -0.527269   -0.529385 0.000579203
          22    -0.53177   -0.529493 0.000562929
          23   -0.525122   -0.529303  0.00056964
          24   -0.524156   -0.529089 0.000584886
          25   -0.527468   -0.529024 0.000565073
          26   -0.530298   -0.529073 0.000545461
          27   -0.531434   -0.529161 0.000532223
          28   -0.534615   -0.529355 0.000547707
          29   -0.526921   -0.529271 0.000535214
          30   -0.534607   -0.529449 0.000546123
          31   -0.528989   -0.529434 0.000528708
          32   -0.530701   -0.529474 0.000513665
          33   -0.530152   -0.529495  0.00049851
          34   -0.529057   -0.529482 0.000484014
          35   -0.525191   -0.529359 0.000485461
          36   -0.531996   -0.529432 0.000477472
          37   -0.527075   -0.529369 0.000468799
          38   -0.524637   -0.529244 0.000472706
          39   -0.528291    -0.52922 0.000461216
          40   -0.529387   -0.529224 0.000449705
          41   -0.534491   -0.529352 0.000456719
          42   -0.531267   -0.529398 0.000448115
          43   -0.534079   -0.529507 0.000450721
          44    -0.52287   -0.529356 0.000465029
          45   -0.528641    -0.52934 0.000454966
          46   -0.532273   -0.529404 0.000449519
          47   -0.529328   -0.529402 0.000439958
          48    -0.52848   -0.529383 0.000431211
          49    -0.52666   -0.529327 0.000425977
          50   -0.531478    -0.52937 0.000419624
          51   -0.527485   -0.529333 0.000413021
          52   -0.525497    -0.52926 0.000411615
          53   -0.532228   -0.529316 0.000407642
