#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
            654        1.92196        1.94309     0.00388857
            655         1.9207        1.94306     0.00388278
            656        1.91928        1.94302     0.00387703
            657         1.9177        1.94298     0.00387132
            658        1.91595        1.94294     0.00386566
            659        1.91403         1.9429     0.00386004
            660        1.91194        1.94285     0.00385447
            661        1.90967         1.9428     0.00384897
            662        1.90724        1.94275     0.00384353
            663        1.90463        1.94269     0.00383816
            664        1.90185        1.94263     0.00383288
            665        1.89891        1.94256     0.00382768
            666        1.89582        1.94249     0.00382257
            667        1.89258        1.94242     0.00381757
            668         1.8892        1.94234     0.00381269
            669         1.8857        1.94225     0.00380793
            670        1.88209        1.94216     0.00380331
            671        1.87838        1.94207     0.00379883
            672         1.8746        1.94197      0.0037945
            673        1.87077        1.94186     0.00379033
            674         1.8669        1.94175     0.00378634
            675        1.86302        1.94163     0.00378253
            676        1.85915        1.94151      0.0037789
            677        1.85532        1.94138     0.00377546
            678        1.85154        1.94125     0.00377222
            679        1.84784        1.94111     0.00376917
            680        1.84424        1.94097     0.00376632
            681        1.84076        1.94082     0.00376366
            682        1.83742        1.94067      0.0037612
            683        1.83423        1.94052     0.00375892
            684        1.83122        1.94036     0.00375682
            685        1.82839        1.94019     0.00375489
            686        1.82574        1.94003     0.00375312
            687        1.82329        1.93986      0.0037515
            688        1.82103        1.93968     0.00375002
            689        1.81896        1.93951     0.00374867
            690        1.81708        1.93933     0.00374743
            691        1.81538        1.93915      0.0037463
            692        1.81385        1.93897     0.00374526
            693        1.81249        1.93879      0.0037443
            694        1.81127         1.9386     0.00374341
            695        1.81018        1.93842     0.00374258
            696        1.80921        1.93823     0.00374181
            697        1.80835        1.93805     0.00374108
            698        1.80757        1.93786     0.00374038
            699        1.80687        1.93767     0.00373972
            700        1.80623        1.93748     0.00373909
            701        1.80563         1.9373     0.00373849
            702        1.80506        1.93711      0.0037379
            703        1.80452        1.93692     0.00373734
            704        1.80398        1.93673      0.0037368
            705        1.80345        1.93654     0.00373628
            706        1.80291        1.93635     0.00373578
            707        1.80235        1.93616      0.0037353
            708        1.80177        1.93597     0.00373484
            709        1.80117        1.93578     0.00373441
            710        1.80054        1.93559     0.00373401
            711        1.79988         1.9354     0.00373363
            712        1.79919        1.93521     0.00373329
            713        1.79847        1.93502     0.00373297
            714        1.79772        1.93483     0.00373269
            715        1.79695        1.93463     0.00373245
            716        1.79616        1.93444     0.00373224
            717        1.79536        1.93425     0.00373208
            718        1.79456        1.93405     0.00373195
            719        1.79377        1.93386     0.00373185
            720        1.79299        1.93366     0.00373179
            721        1.79225        1.93346     0.00373177
            722        1.79156        1.93327     0.00373177
            723        1.79093        1.93307      0.0037318
            724        1.79038        1.93287     0.00373185
            725        1.78993        1.93268      0.0037319
            726        1.78959        1.93248     0.00373196
            727        1.78939        1.93228     0.00373202
