#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
            624        2.69202        2.69172    4.31572e-05
            625        2.69216        2.69172    4.30941e-05
            626        2.69232        2.69172    4.30363e-05
            627         2.6925        2.69172    4.29857e-05
            628        2.69269        2.69172     4.2945e-05
            629        2.69288        2.69172    4.29166e-05
            630         2.6931        2.69172    4.29039e-05
            631        2.69331        2.69173    4.29095e-05
            632        2.69353        2.69173    4.29362e-05
            633        2.69375        2.69173    4.29866e-05
            634        2.69397        2.69174    4.30631e-05
            635        2.69418        2.69174     4.3167e-05
            636        2.69438        2.69174    4.32979e-05
            637        2.69456        2.69175    4.34554e-05
            638        2.69473        2.69175    4.36374e-05
            639        2.69487        2.69176    4.38402e-05
            640        2.69496        2.69176     4.4057e-05
            641        2.69502        2.69177    4.42811e-05
            642        2.69504        2.69177    4.45053e-05
            643        2.69501        2.69178    4.47205e-05
            644        2.69493        2.69178    4.49177e-05
            645        2.69479        2.69179    4.50889e-05
            646        2.69459        2.69179    4.52269e-05
            647        2.69434         2.6918    4.53285e-05
            648        2.69404         2.6918    4.53911e-05
            649        2.69369         2.6918     4.5415e-05
            650        2.69331         2.6918    4.54041e-05
            651        2.69289        2.69181    4.53652e-05
            652        2.69246        2.69181    4.53067e-05
            653        2.69202        2.69181    4.52385e-05
            654        2.69157        2.69181    4.51707e-05
            655        2.69114        2.69181    4.51133e-05
            656        2.69073         2.6918    4.50744e-05
            657        2.69035         2.6918    4.50603e-05
            658           2.69         2.6918    4.50748e-05
            659         2.6897         2.6918    4.51193e-05
            660        2.68944        2.69179    4.51923e-05
