#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
            653       0.867731       0.800735     0.00645601
            654         0.8713       0.800843     0.00644704
            655       0.874728       0.800956     0.00643818
            656       0.878002       0.801073     0.00642944
            657       0.881106       0.801195     0.00642081
            658       0.884028       0.801321     0.00641228
            659       0.886758       0.801451     0.00640386
            660       0.889287       0.801584     0.00639554
            661       0.891602        0.80172     0.00638732
            662       0.893696       0.801859     0.00637918
            663       0.895555          0.802     0.00637112
            664       0.897172       0.802144     0.00636314
            665        0.89854       0.802289     0.00635522
            666       0.899647       0.802435     0.00634736
            667       0.900483       0.802582     0.00633955
            668       0.901042       0.802729     0.00633177
            669       0.901316       0.802877     0.00632402
            670       0.901298       0.803023     0.00631629
            671       0.900981       0.803169     0.00630856
            672       0.900365       0.803314     0.00630083
            673       0.899446       0.803457     0.00629309
            674       0.898221       0.803597     0.00628532
            675       0.896689       0.803735     0.00627752
            676       0.894854        0.80387     0.00626968
            677       0.892719       0.804001     0.00626179
            678       0.890293       0.804129     0.00625385
            679       0.887583       0.804252     0.00624585
            680       0.884598        0.80437     0.00623778
            681       0.881352       0.804483     0.00622965
            682        0.87786        0.80459     0.00622144
            683       0.874139       0.804692     0.00621316
            684       0.870208       0.804788     0.00620482
            685       0.866092       0.804878     0.00619641
            686       0.861815       0.804961     0.00618793
            687       0.857401       0.805037     0.00617939
            688       0.852874       0.805106      0.0061708
            689       0.848262       0.805169     0.00616216
            690       0.843592       0.805225     0.00615348
            691        0.83889       0.805273     0.00614477
            692       0.834181       0.805315     0.00613603
            693       0.829494        0.80535     0.00612728
            694       0.824855       0.805378     0.00611852
            695       0.820291         0.8054     0.00610975
            696       0.815825       0.805415     0.00610099
            697        0.81148       0.805423     0.00609224
            698       0.807275       0.805426     0.00608351
            699       0.803233       0.805423     0.00607481
            700       0.799372       0.805414     0.00606614
            701       0.795709         0.8054      0.0060575
            702       0.792258       0.805382      0.0060489
            703       0.789032       0.805358     0.00604034
            704       0.786042       0.805331     0.00603183
            705       0.783296         0.8053     0.00602335
            706       0.780802       0.805265     0.00601492
            707       0.778565       0.805227     0.00600653
            708       0.776588       0.805187     0.00599818
            709       0.774875       0.805144     0.00598987
            710       0.773424       0.805099      0.0059816
            711       0.772234       0.805053     0.00597337
            712       0.771304       0.805006     0.00596517
            713       0.770628       0.804958       0.005957
            714       0.770202       0.804909     0.00594885
            715       0.770015        0.80486     0.00594073
            716       0.770059       0.804811     0.00593263
            717       0.770321       0.804763     0.00592456
            718       0.770791       0.804716     0.00591649
            719       0.771454        0.80467     0.00590844
            720       0.772296       0.804625     0.00590041
            721       0.773301       0.804581     0.00589239
            722       0.774454        0.80454     0.00588437
            723        0.77574         0.8045     0.00587637
            724        0.77714       0.804462     0.00586837
            725       0.778636       0.804426     0.00586039
            726       0.780211       0.804393     0.00585241
            727       0.781847       0.804362     0.00584444
            728       0.783527       0.804333     0.00583648
