#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
            606        2.68864        2.68648     0.00040587
            607        2.68868        2.68648    0.000405217
            608        2.68871        2.68649    0.000404567
            609        2.68875        2.68649     0.00040392
            610        2.68879        2.68649    0.000403276
            611        2.68883         2.6865    0.000402634
            612        2.68889         2.6865    0.000401995
            613        2.68894         2.6865    0.000401359
            614          2.689        2.68651    0.000400725
            615        2.68907        2.68651    0.000400095
            616        2.68913        2.68652    0.000399469
            617        2.68921        2.68652    0.000398845
            618         2.6893        2.68653    0.000398225
            619        2.68939        2.68653    0.000397608
            620        2.68947        2.68654    0.000396995
            621        2.68957        2.68654    0.000396386
            622        2.68968        2.68655    0.000395781
            623        2.68978        2.68655     0.00039518
            624        2.68989        2.68656    0.000394583
            625           2.69        2.68656     0.00039399
            626        2.69011        2.68657    0.000393401
            627        2.69022        2.68657    0.000392817
            628        2.69033        2.68658    0.000392237
            629        2.69044        2.68658    0.000391662
            630        2.69054        2.68659     0.00039109
            631        2.69064         2.6866    0.000390523
            632        2.69074         2.6866     0.00038996
            633        2.69082        2.68661    0.000389401
            634        2.69088        2.68662    0.000388845
            635        2.69094        2.68662    0.000388293
            636        2.69098        2.68663    0.000387743
            637        2.69101        2.68664    0.000387195
            638        2.69101        2.68664    0.000386648
            639        2.69099        2.68665    0.000386103
            640        2.69095        2.68666    0.000385558
            641        2.69089        2.68666    0.000385013
            642         2.6908        2.68667    0.000384467
            643         2.6907        2.68668    0.000383921
            644        2.69058        2.68668    0.000383372
            645        2.69042        2.68669    0.000382822
            646        2.69026         2.6867    0.000382269
            647        2.69008         2.6867    0.000381714
            648        2.68987        2.68671    0.000381156
            649        2.68964        2.68671    0.000380596
            650         2.6894        2.68671    0.000380033
            651        2.68915        2.68672    0.000379467
            652        2.68889        2.68672      0.0003789
            653        2.68864        2.68672    0.000378331
            654        2.68837        2.68673    0.000377761
            655        2.68811        2.68673     0.00037719
            656        2.68784        2.68673    0.000376619
            657        2.68759        2.68673    0.000376048
            658        2.68735        2.68673    0.000375478
            659        2.68711        2.68673    0.000374908
            660        2.68689        2.68673     0.00037434
            661        2.68669        2.68673    0.000373774
            662        2.68649        2.68673     0.00037321
            663        2.68631        2.68673    0.000372647
            664        2.68616        2.68673    0.000372087
            665        2.68602        2.68673    0.000371529
            666         2.6859        2.68673    0.000370973
            667         2.6858        2.68673     0.00037042
            668        2.68572        2.68673    0.000369868
            669        2.68565        2.68672    0.000369319
            670        2.68561        2.68672    0.000368771
            671        2.68558        2.68672    0.000368226
            672        2.68558        2.68672    0.000367682
            673        2.68559        2.68672    0.000367139
            674         2.6856        2.68672    0.000366598
            675        2.68563        2.68671    0.000366059
            676        2.68567        2.68671     0.00036552
            677        2.68572        2.68671    0.000364983
            678        2.68578        2.68671    0.000364448
            679        2.68585        2.68671    0.000363913
            680        2.68593        2.68671     0.00036338
            681        2.68601        2.68671    0.000362848
            682         2.6861        2.68671    0.000362317
            683        2.68618         2.6867    0.000361787
            684        2.68628         2.6867    0.000361259
            685        2.68637         2.6867    0.000360732
            686        2.68647         2.6867    0.000360206
            687        2.68656         2.6867    0.000359682
            688        2.68664         2.6867    0.000359159
            689        2.68673         2.6867    0.000358638
            690        2.68682         2.6867    0.000358118
            691        2.68691         2.6867      0.0003576
            692        2.68699         2.6867    0.000357083
            693        2.68707         2.6867    0.000356568
            694        2.68715        2.68671    0.000356055
            695        2.68722        2.68671    0.000355544
            696         2.6873        2.68671    0.000355034
            697        2.68737        2.68671    0.000354526
            698        2.68744        2.68671    0.000354019
            699        2.68751        2.68671    0.000353515
            700        2.68758        2.68671    0.000353012
            701        2.68764        2.68671    0.000352511
            702        2.68771        2.68671    0.000352011
            703        2.68778        2.68672    0.000351514
            704        2.68784        2.68672    0.000351018
            705        2.68791        2.68672    0.000350525
            706        2.68799        2.68672    0.000350033
            707        2.68807        2.68672    0.000349543
            708        2.68815        2.68672    0.000349055
            709        2.68823        2.68673    0.000348569
            710        2.68833        2.68673    0.000348085
            711        2.68842        2.68673    0.000347604
            712        2.68852        2.68673    0.000347125
            713        2.68863        2.68674    0.000346648
            714        2.68874        2.68674    0.000346174
            715        2.68885        2.68674    0.000345702
            716        2.68898        2.68675    0.000345234
            717         2.6891        2.68675    0.000344768
            718        2.68924        2.68675    0.000344305
            719        2.68937        2.68676    0.000343845
            720         2.6895        2.68676    0.000343389
            721        2.68964        2.68676    0.000342936
            722         2.6898        2.68677    0.000342487
            723        2.68995        2.68677    0.000342041
            724        2.69009        2.68678    0.000341599
            725        2.69023        2.68678    0.000341161
