#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
            622       -1.25666       -1.39558     0.00792262
            623       -1.25419       -1.39536     0.00791316
            624       -1.25161       -1.39512     0.00790383
            625       -1.24892       -1.39489     0.00789464
            626       -1.24613       -1.39465     0.00788561
            627       -1.24322       -1.39441     0.00787673
            628       -1.24021       -1.39417     0.00786801
            629        -1.2371       -1.39392     0.00785947
            630       -1.23388       -1.39366     0.00785109
            631       -1.23058        -1.3934      0.0078429
            632       -1.22718       -1.39314      0.0078349
            633       -1.22371       -1.39287      0.0078271
            634       -1.22019        -1.3926     0.00781949
            635       -1.21661       -1.39232     0.00781209
            636         -1.213       -1.39204     0.00780489
            637       -1.20937       -1.39176      0.0077979
            638       -1.20575       -1.39146     0.00779113
            639       -1.20215       -1.39117     0.00778457
            640       -1.19859       -1.39087     0.00777822
            641       -1.19511       -1.39056     0.00777208
            642       -1.19171       -1.39025     0.00776614
            643       -1.18841       -1.38994      0.0077604
            644       -1.18525       -1.38962     0.00775486
            645       -1.18225        -1.3893      0.0077495
            646       -1.17941       -1.38897     0.00774431
            647       -1.17677       -1.38865     0.00773928
            648       -1.17435       -1.38831      0.0077344
            649       -1.17217       -1.38798     0.00772965
            650       -1.17021       -1.38765     0.00772501
            651       -1.16852       -1.38731     0.00772048
            652       -1.16708       -1.38697     0.00771602
            653       -1.16591       -1.38663     0.00771163
            654         -1.165       -1.38629     0.00770728
            655       -1.16437       -1.38596     0.00770296
            656         -1.164       -1.38562     0.00769864
            657       -1.16389       -1.38528     0.00769432
            658       -1.16402       -1.38494     0.00768997
            659        -1.1644       -1.38461     0.00768558
